//
// In rumors info string prepared for use in format statement:,,,
// %1 stands for random main target name,,,
// %2 stands for the location nearest to player, including landscapes feature (forest, marines, mountains etc)
// %3 stands for nearest settlement
//
STR_RUM_8,At the introdution because of overload you can seem non-existent objects,Bei der Vorstellung wegen überlastung können Sie scheinen nicht vorhandene Objekte,"Cuando se descargan debido a la sobrecarga, pueden aparecer objetos inexistentes",При выброске из-за перегрузок могут чудиться несуществующие предметы
STR_RUM_9,GRU could know about next attack plan,"GRU, wissen konnte, über den nächsten Angriff planen",GRU-shnik puede conocer muchos de los planes del enemigo,ГРУ-шник может знать о многих планах врага
STR_RUM_10,Missiles to enemy RPGs are different,Die Rakete zu den feindlichen RPGs sind unterschiedlich,Los misiles a los RPG enemigos son diferentes,Ракеты к вражеским РПГ бывают разные
STR_RUM_11,The enemies could to build an air base on Rahmadi,Die Feinde bauen wollen Avia-Basis auf den Рахмади,Los enemigos pueden construir una base aérea en Rahmadi,Враги могут построить на Рахмади авиа-базу
STR_RUM_12,GRU agent will tell you something about enemy Isle patrolling,Späher erzählt etwas und zu patrouillieren,GRU-shnik también dirá algo sobre las patrullas,ГРУшник расскажет что-то и о патрулях
STR_RUM_13,Armored patrols appear after 20-25 minutes after the start of the mission and reach its maximum strength in about 40 minutes,Rüstung Patrouillen erscheinen nach 5-7 Minuten nach Beginn der Mission und erreichen Ihre maximale Zahl der in etwa 40 Minuten,Las balas blindadas aparecen 20-25 minutos después del Inicio de la misión y alcanzan su número máximo en aproximadamente el minuto 40,Бронепатрули появляются через 20-25 минут после начала миссии и достигают максимальной численности примерно на 40-й минуте
STR_RUM_14,They say Americans send Isle patrols to help nearly liberated Settlements,"Sie sagen, die Amerikaner Patrouillen schicken befreit Settlements helfen",Dicen que los estadounidenses envían patrullas para ayudar a las ciudades sitiadas,"Говорят, американцы  посылают патрули на помощь осаждаемым городам"
STR_RUM_15,The Governor is armed with a good weapon,Der Gouverneur ist bewaffnet mit einer guten Waffe,El gobernador está perfectamente armado.,Губернатор отлично вооружён
STR_RUM_16,Artillery observers now are more dangerous. They will send smoke charges if find any alive friendly unit  near target point,Artillerie-Beobachter gefährlicher sein. Sie schicken Rauch Gebühren wenn finden lebendig Verbündete Einheit in der Nähe von Zielpunkt,"Los observadores se han vuelto aún más peligrosos. Pero tolerasticly dejará que el humo, si hay su gente cerca del objetivo","Корректировщики стали ещё опаснее. Но толерастично пустят дымовые, если рядом с целью есть их люди"
STR_RUM_17,"They say, that saw you near %3","Man sagt, jemand habe Sie bei %3",Dicen que NP %3 te vio,"Говорят, у н.п. %3 видели вас"
STR_RUM_18,In %1 said that one out of twenty sabotages on airbase has some HK417 weapon,"In %1 gesagt, dass man in zwanzig Saboteure auf die Datenbank haben irgendwelche HK417 Waffen","%1 dijo que aproximadamente uno de cada veinte paracaidistas tiene algún tipo de rifle NK417. Y con menos frecuencia, algo mejor","В %1 сказали, что примерно каждый двадцатый десантник имеет какую-либо винтовку НК417. А реже - нечто лучшее"
STR_RUM_19,Scientists claim that the migration of birds through Sahrani restored,"Wissenschaftler behaupten, dass die Migration der Vögel durch Sahrani wieder",Los científicos afirman que se reanudó la migración de aves a través de Sahrani,"Учёные утверждают, что возобновилась миграция птиц через Сахрани"
STR_RUM_20,"There is no difference in penetration effect for missiles of PG7-VR, RPG-27 and RPG-29, except for the initial flight speed","Es gibt keinen Unterschied in verstärktem Durchsetzungsvermögen haben Raketen PG7-VR, RPG-27 und RPG-29, mit Ausnahme der ersten Geschwindigkeit des Fluges","No hay diferencia en la capacidad de penetración de los misiles PG7-VR, RPG-27 y RPG-29. Solo las velocidades iniciales de vuelo son diferentes","Нет разницы в пробивной способности у ракет PG7-VR, RPG-27 и RPG-29. Различны лишь начальные скорости полёта"
STR_RUM_21,"A new weapon to the Governor, spotters, Marines in the cities, special forces on some special side missions and many targeted person on the SM","Neue Waffen beim Gouverneur, Spotter, Fallschirmjäger Städten, Special forces auf einigen Side Missions und bei der Mehrheit der Ziel-Personen auf SM","Nuevas armas en el gobernador, observadores, paracaidistas en las ciudades, fuerzas especiales en algunos DOP y la mayoría de las personas en DOP","Новое оружие у губернатора, корректировщиков, десантников в городах, спецназа на некоторых допах и у большинства персон на допах"
STR_RUM_22,On the Islands of Isla da Vassal and Isla de Vida always surprises,Auf den Inseln Isla da Vasall und die Isla de Vida immer überraschungen,Siempre hay sorpresas en Isla de Vassal e Isla de Vida,На островах Isla de Vassal и Isla de Vida всегда неожиданности
STR_RUM_23,Fishermen say the suspicious activity of the American forces in the ocean. Probably have to call a Russian Navy seals! Or can do it ourselves?,"Fischer bemerken, verdächtige Aktivitäten von US-Kräften in den Ozean. Wahrscheinlich zu verursachen Marine Special forces! Oder selbst in den Griff bekommen?","Los pescadores notan actividad sospechosa de las fuerzas estadounidenses en el océano. Al parecer, tendremos que llamar a las fuerzas especiales navales. ¿O podemos hacerlo nosotros mismos?","Рыбаки отмечают подозрительную активность американских сил в океане. Видимо, придётся вызывать морской спецназ. Или сами справимся?"
STR_RUM_24,"Command, due to the large quantity of debris at the base, is considering hiring a cleaner from the local residents. Do not shoot him, will remove a lot of points!","Das Kommando, die im Zusammenhang mit der großen Anzahl von CMV-Müll auf der Basis, unter Berücksichtigung der Einstellung Reiniger aus der lokalen Bevölkerung. Erschießt ihn, abnehmen SEHR viele Punkte!","El comando, debido a la gran cantidad de basura en la base, está considerando contratar a un limpiador de residentes locales. ¡No le dispares, te quitarán muchos puntos!","Командование, в связи с большим кол-вом мусора на базе, рассматривает вопрос о приёме на работу уборщика из местных жителей. Не пристрелите его, снимут ОЧЕНЬ много очков!"
STR_RUM_25,There are ranks above Colonel: from the Major-General(1200) to the Generalissimo (5000 up)! You could be assigned to them only after return to the Motherland,Es gibt Ränge oben Oberst: von der General-Major(1200) an den Generalissimus (above 5000)! Sie zugewiesen werden konnte Sie nur nach der Rückkehr in die Heimat,Hay rangos por encima del coronel: ¡Desde el general de división(1200) hasta el Generalísimo (5000)! Se asignan solo al regresar a su país de Origen,Есть звания выше полковника: от Генерал-майора(1200) до Генералиссимуса (от 5000)! Их присваивают только по возвращении на Родину
STR_RUM_26,In the highlands of the Sierra de los Pinos one night saw the Yeti! They haven't been shown the light,Auf der Hochebene der Sierra de los Pinos jemand in der Nacht gesehen Yeti! Längst werden Sie nicht angezeigt Licht,En la meseta de la Sierra de los Pinos por la noche vieron un par de yetis! Hace tiempo que no aparecían en la luz,На плоскогорье Sierra de los Pinos ночью видели пару йети! Давно они не показывались на свет
STR_RUM_27,"In %3 claimed that the spirits of the enemy pilots at night are stealing their downed helicopter and hijack them to the North, in the ice of Valhalla!!!","In %3 behaupten, dass die Geister der feindlichen Piloten nachts stehlen Ihre abgestürzten Hubschrauber und stehlen Sie nach Norden, in Eis Valhalla!!!","¡%3 afirma que los fantasmas de los pilotos enemigos roban sus helicópteros derribados por la noche y los secuestran hacia el Norte, en los hielos de Valhalla!!!","В %3 утверждают, что призраки вражеских пилотов по ночам крадут свои сбитые вертолёты и угоняют их на север, во льды Валгаллы!!!"
STR_RUM_28,Suddenly I found that the passenger can sit in any vehicles with any rank!!!,"Plötzlich festgestellt, dass der Passagier man sich setzen kann in jedem Transport mit allen militärischen Rang!!!","De repente, se encontró que un pasajero puede subir a cualquier transporte con cualquier título!!!","Вдруг обнаружилось, что пассажиром можно садиться в любой транспорт с любым званием!!!"
STR_RUM_29,"Where two ammotrucks, one of them is especially valuable","Dort, wo zwei Lastwagen mit Munition, einer von Ihnen ist ein besonders wertvolles","Donde hay dos camiones con municiones, el adicional es particularmente valioso","Там, где два грузовика с боезапасом, особо ценен дополнительный"
STR_RUM_30,Somehow our long lovely nights become shorter,Warum haben kurz unsere schöne Nacht,"Por alguna razón, nuestras largas noches se han acortado",Почему-то стали короче наши длинные ночи
STR_RUM_31,In cities sometimes can be two Medical IFV,In den Städten manchmal können zwei Medizinische Schützenpanzer,"Los BMP médicos en las ciudades a veces pueden ser dos, uno de ellos es correcto y el segundo puede ser transportado","Мед. БМП в городах иногда может быть две, одна из них правильная, а вторую можно транспортировать"
STR_RUM_32,"Say, someone captured a tank from an enemy patrol. And he didn't disappear on the base after a repair!","Sagen wir, jemand erfasst einen tank von einer feindlichen Patrouille. Und er hat nicht verschwinden auf der Basis nach einer Reparatur!",Dicen que alguien tomó un tanque de una patrulla. ¡Y no desapareció en la base después de la reparación!,"Говорят, кто-то захватил танк из патруля. И он не исчез на базе после ремонта!"
STR_RUM_33,Beware of the volcano!,Hüte dich vor dem Vulkan!,¡Cuidado con el volcán!,Берегись вулкана!
STR_RUM_34,Local deviation of cold sea current have resulted in daytime fog on Sahrani disappeared,Lokale Abweichung der kalten Meeresströmung geführt haben tagsüber Nebel auf Sahrani verschwunden,La desviación local de la corriente fría Marina hizo que las nieblas diurnas en Sahrani desaparecieran,"Локальное отклонение морского холодного течения привело к тому, что дневные туманы на Сахрани исчезли"
STR_RUM_35,"The Islanders bless Soviet internationalists, as people who brought on their land the rains!","Die Bewohner zu segnen sowjetischen Internationalisten, als Menschen, die brachte auf Ihrem land den Regen!",¡Los habitantes de Sahrani agradecen a los internacionalistas soviéticos que trajeron las lluvias a la isla!,"Жители Сахрани благославляют советских интернационалистов, принёсших дожди на остров!"
STR_RUM_36,The standard for reloading missiles 9K35 is about 2 minutes,Die Norm zum nachladen Raketen 9K35 etwa 2 Minuten,Reglamento para recargar el cohete 9K35 durante aproximadamente 2 minutos,Норматив по перезарядке ракеты 9К35 около 2-х минут
STR_RUM_37,"GRU already have computer able to communicate to main GRU centre here, on Sahrani",GRU bereits hat auf Basis Ihren PC mit Antenne Raum der Kommunikation,GRU ya ha entregado su computadora con una antena de comunicaciones espaciales a la base,ГРУ уже доставило на базу свой компьютер с антенной космосвязи
STR_RUM_38,Reload enemy 'M923A2 Ammotruck' or your MHQ on the service equipment and you'd be surprised,Reload Feind 'M923A2 Ammotruck' oder Ihre MHQ auf der service-Ausrüstung und Sie werden überrascht sein,Recarga la munición enemiga 'm923a2' o tu comandante de BMP en el Servicio de mantenimiento de vehículos y te sorprenderás,Перезаряди вражеский 'М923А2 боепитание' или свою командирскую БМП на сервисе обслуживания техники и ты удивишься
STR_RUM_39,Scouting is a thankless task,Intelligenz - eine undankbare Aufgabe,Exploración - ingrata,Разведка - дело неблагодарное
STR_RUM_40,Scouting seems to be allowed to take bigger gun. But what?,Scouting zu sein scheint erlaubt zu nehmen größere Waffe. Aber was?,Parece que está permitido tomar algo más grande que una pistola para el reconocimiento. ¿Pero qué?,На разведку вроде-бы разрешено брать что-то побольше пистолета. Но что?
STR_RUM_41,"""Bizon"" with a silencer - only heavy hand-gun with a gigantic magazine","""Bison"" mit Schalldämpfer - nur schwere automatische Pistole mit einem riesigen Magazin","El ""bisonte"" con un silenciador es solo una pistola automática pesada con un cargador gigante","""Бизон"" с глушителем - лишь весомый автоматический пистолет с гигантским магазином"
STR_RUM_42,"If your spinal cord can smell that you have been detected by enemy spotters, Lam...","Wenn Sie riechen Wirbelsäule entdeckt, was waren die feindlichen Detektive, verschwindet da...","Si su médula espinal siente que ha sido descubierto por observadores enemigos, Quítese las piernas...","Если ваш спинной мозг чует, что вы были обнаружены вражескими корректировщиками, уносите ноги..."
STR_RUM_43,Any backpack is suitable for any types of vehicles. RPG-22/M72 is good for Mi-17/Blackhawk gunners and any ground vehicles,Einen Rucksack ist geeignet für alle Arten von Fahrzeugen. RPG-22/M72 ist gut für die Mi-17/Blackhawk Schütze und alle Bodenfahrzeuge,Cualquier mochila es adecuada para cualquier transporte. RPG - 22/M72-para el tirador Mi-17 / Blackhawk y cualquier transporte terrestre,Любой рюкзак пригоден для любого транспорта. РПГ-22/М72 - для стрелка Ми-17/Блэкхок и любого наземного транспорта
STR_RUM_44,Any static technique can be lifted by helicopter,Jede statische Technik Hubschrauber hochgezogen werden,Cualquier técnica estática puede ser levantada por un helicóptero,Любая статическая техника может быть поднята вертолётом
STR_RUM_45,"New NATO rifles (yellow, HK-417 etc) often have a sight for close combat. Switching between the sights through Ctrl-F","Neue NATO-Gewehre (gelb, HK417 usw.) haben oft eine Sicht für den Nahkampf. Das Umschalten zwischen den Sehenswürdigkeiten durch Ctrl-F",Los nuevos rifles estadounidenses a menudo tienen una vista para el combate cuerpo a cuerpo. Alternar entre miras a través de Ctrl-F,Некоторые винтовки НАТО имеют два прицела. Переключения между ними через Ctrl-F
STR_RUM_46,"Trophy rifle M21, M24, M40 and M100 have similar properties, differing sometimes with scope only","Die erbeuteten Gewehre M21, M24, M40 und M100 haben über die gleichen Eigenschaften und unterscheiden sich manchmal nur Sehenswürdigkeiten","Los rifles de trofeo M21, M24, M40 y M100 tienen aproximadamente las mismas propiedades, a veces difieren solo en la vista","Трофейные винтовки M21, M24, M40 и M100 имеют примерно одинаковые свойства, отличаясь иногда лишь прицелом"
STR_RUM_47,Some scores subtracted for parajump from any flag,"Einige Gäste abgezogen, für parajump from any flag",Para saltar de cualquier bandera se restan puntos,За прыжок с любого флага вычитают очки
STR_RUM_48,Enemy is planning something in Tiberia,"Der Feind plant, etwas in Tiberia","En Tiberia, el enemigo está tramando algo",В Tiberia враг что-то задумал
STR_RUM_49,On Rahmadi the enemy is busy with aircrafts,Auf Rahmadi der Feind ist beschäftigt mit Flugzeugen,"En Rahmadi, el enemigo juega con aviones",На Рахмади враг возится с авиатехникой
STR_RUM_50,It seems that we soon will have to capture the airport before the start of the campaign,"Es scheint, dass wir bald haben werden, zu erfassen, den Flughafen vor dem start der ganzen Kampagne",Parece que pronto tendrá que repeler el aeródromo antes de que comience la campaña,"Похоже, скоро придётся отбивать аэродром перед началом кампании"
STR_RUM_51,The bosses approve the curiosity of the soldiers,Die Behörden genehmigen die Neugier des Soldaten,Los superiores aprueban la curiosidad del soldado,Начальство одобряет любознательность солдата
STR_RUM_52,Return your equipment to the Armory! Use the menu on the flag base!,Zurück Ihre Ausrüstung aus der Waffenkammer! Verwenden Sie das Menü auf der flag base!,Da traje de armero! Utilice el menú en la base de la bandera!,Сдавай снаряжение в оружейную комнату! Используй меню на флага базы!
STR_RUM_53,Only KAB-500 can be guided to an aim with a laser designator,"Nur KAB-500 geführt werden können, um ein Ziel mit einem laser-designator",Solo el KAB-500 puede ser guiado por un puntero láser desde el Suelo,Только КАБ-500 могут наводиться лазерным указателем с земли
STR_RUM_54,"Plane is restored in 6 min, heli in 4, others in 2","Flugzeug wird wiederhergestellt, während 6 min, heli 4, andere 2","El avión se recupera en 6 minutos, el helicóptero - para 4, otros para 2","Самолёт восстанавливается за 6 минут, вертолёт - за 4, прочее за 2"
STR_RUM_55,Now the backpack will not slide on the chest in the crucial moments as before,"Der Rucksack ist jetzt nicht auf die Brust schiebt in entscheidenden Augenblicken, wie früher",La mochila ahora no se desliza sobre el pecho en momentos cruciales como antes,"Рюкзак теперь не сползает на грудь в ответственные моменты, как раньше"
STR_RUM_56,When reaching the speed of sound (850 km/h) some visual effect must be observed,Beim erreichen der Geschwindigkeit den Ton (850 km/h) muss der visuelle Effekt beobachtet werden,"Cuando se alcanza la velocidad del sonido (850 km/h), se debe observar un efecto Visual",При достижении скорости звука (850 км/ч) должен наблюдаться визуальный эффект
STR_RUM_57,"Corporals may be trained to restore the fallen vegetation, and walls, fences, etc.","Die Unteroffiziere ausgebildet werden, um zur Wiederherstellung der gefallenen vegetation, Mauern, Zäune, etc.","En el futuro, los efraínes serán entrenados para restaurar la vegetación caída, así como paredes, cercas, etc.","Ефрейторов в будущем будут обучать восстанавливать поваленную растительность, а также стены, заборы и пр."
STR_RUM_58,"The convoy usually consists of 7 vehicles: 2 tanks, 'Vulcan', 'Linebacker', 'Striker' and 2 trucks","Der Konvoi besteht normalerweise aus 7 Fahrzeugen: 2 Panzern, 'Vulcan', 'Linebacker', 'Striker' und 2 LKW.","El convoy de transporte generalmente incluye máquinas 7: tanques 2, 'Vulcan', 'Linebacker', 'Stryker' y camiones 2","В состав транспортного конвоя обычно входят 7 машин: 2 танка, 'Вулкан', 'Лайнбакер', 'Страйкер' и 2 грузовика"
STR_RUM_59,Two MASH are set on island: at base and at lily pad base,Zwei MASH auf der Insel: an der Basis und an der Temporäre Flugplatz,En la isla hay 2 tiendas de campaña médicas: en la base y en el aeródromo de salto,На острове размещены 2 медицинские палатки: на базе и на аэродроме подскока
STR_RUM_60,After next town liberation mash for pilots to be repaired,Nach der nächsten Stadt Befreiung Brei für Piloten repariert werden kann,"Después de la liberación de la próxima ciudad, se lleva a cabo la reparación de la miel. carpas de vuelo",После освобождения очередного города осуществляется ремонт мед. палаток лётного состава
STR_RUM_61,Music on south and north of the island is different,Musik auf Nord-und Südseite der Insel ist anders,La música en el Norte y sur de la isla es diferente,Музыка на севере и юге острова отличается
STR_RUM_62,You can restore and flip vehicles with Support Humvee too,Sie können wiederherstellen und flip-Fahrzeuge mit Unterstützung Humvee zu,Puede reparar y voltear el equipo con la ayuda de la reparación del Hummer,Чинить и переворачивать технику можно и с помощью рем. хаммера
STR_RUM_63,Technical services for aircraft and helicopters built in the Northern part of the island of Antigua,Technische Dienstleistungen für Flugzeuge und Hubschrauber gebaut im nördlichen Teil der Insel Antigua,Los puntos de Servicio técnico para aviones y helicópteros se construyen en el Norte de la isla de Antigua,Технические пункты обслуживания для самолётов и вертолётов построены на севере о-ва Антигуа
STR_RUM_64,Antigua now has a parajump flag,Auf Antigua gibt es jetzt Fallschirmspringen Flagge,hay una bandera en la isla de Antigua,на Антигуа есть флаг
STR_RUM_65,Engineers now get points for the duration of the vehicle repair,Ingenieure erhalten nun Punkte für die Dauer der Reparatur,"El ingeniero obtiene puntos por el tiempo de reparación, no por el tipo de técnica","Инженер получает очки за время ремонта, не за тип техники"
STR_RUM_66,Sometime islanders would ask you to complete next side mission. Please don't reject this!,"Gelegentlich Inselbewohner wird Sie bitten, zu vervollständigen Nebenmissionen. Bitte nicht ablehnen!","A veces, los isleños te pedirán que hagas una misión adicional. ¡No les niegues!",Иногда островитяне будут просить Вас сделать дополнительную миссию. Не отказывайте им!
STR_RUM_67,Local guru now reports the time of the last landing of commandos at the airbase,Local guru meldet jetzt die Zeit der letzten Landung von Kommandos bei der airbase,Un gurú local alimenta los rumores sobre la hora del último asalto a la base,Местный гуру подпитывает слухи о времени последнего десанта на базу
STR_RUM_68,Soviet military engineers demining U.S. minefields,Die sowjetische Militär-Ingenieure Minenräumung US-Armee Minenfelder,Ingenieros militares soviéticos desminan campos minados estadounidenses,Советские военные инженеры разминируют американские минные поля
STR_RUM_69,Enemies plan to increase AA missiles range,"Feinde planen, die Reichweite der AA-Raketen zu erhöhen",Los enemigos planean aumentar el alcance de su defensa aérea,Враги планируют увеличить радиус действия своей ПВО
STR_RUM_70,At the moment of death you will hear the music of heaven,Während des Todes wirst du die Musik des Himmels hören,"En el momento de la muerte, escucharás la música Celestial",В момент смерти ты услышишь небесную музыку
STR_RUM_71,Green flares over towns are fired by the group commanders,Green lightning Raketen über Städte werden von gruppenkommandanten abgefeuert,Misiles de color verde en ciudades lanzan comandantes de grupo,Ракеты зелёного цвета в городах запускают командиры групп
STR_RUM_72,Red rockets over cities usually mean the destruction of important infrastructure,Rote Raketen über Städte bedeuten normalerweise die Zerstörung wichtiger Infrastruktur,Los misiles rojos sobre las ciudades generalmente significan la destrucción de infraestructura importante,Красные ракеты над городами означают обычно уничтожение важной инфраструктуры
STR_RUM_73,"In the inventory, you can compare ammunition by selecting and reading the information","Im Inventar können Sie Munition vergleichen, indem Sie Informationen auswählen und Lesen","En el inventario, puedes comparar municiones, pincharlas y ver información","В инвентаре можно сравнивать боеприпасы, тыкая на них и просматривая информацию"
STR_RUM_74,Usually a strong wind blows over the ocean,Normalerweise weht ein starker wind über den Ozean,"Por lo general, sopla un fuerte viento sobre el océano",Над океаном обычно дует сильный ветер
STR_RUM_75,Rumors depend on the time of day and length of stay,Gerüchte hängen von der Tageszeit und der Dauer des Aufenthalts ab,Los rumores cambian con la hora del día y la Duración de la estancia,Слухи меняются от времени дня и длительности пребывания
STR_RUM_76,"If MHQ is damaged by more than 0.5, the teleport on it will not work. Always repair MHQ!","Wenn MHQ um mehr als 0.5 beschädigt ist, funktioniert der Teleport nicht. MHQ immer reparieren!","Si el KSHM se daña más de 0.5, el teletransportador no funcionará en él. ¡Siempre arregle KSHM!",При повреждении КШМ более 0.5 телепорт на нём не сработает. Всегда чините КШМ!
STR_RUM_77,Points for taking a city are given within a radius of 500 meters from its center,Punkte für die Einnahme einer Stadt werden in einem Umkreis von 500 Metern um ihr Zentrum vergeben,Los puntos por tomar la ciudad se dan en un Radio de 500 metros desde su centro,Очки за взятие города даются в радиусе 500 метров от его центра
STR_RUM_78,A sunken vehicle can be saved if it is no deeper than -7 meters,"Ein versunkenes Fahrzeug kann gerettet werden, wenn es nicht tiefer als -7 Meter ist",Se puede obtener un vehículo de combate ahogado desde una profundidad de al menos -7 metros,Утонувшую боевую машину можно достать с глубины не более -7 метров
STR_RUM_79,The siren and yellow missiles on the base appear on any tower or must closest to the enemy,"Die Sirene und die gelben Raketen auf der Basis erscheinen über jedem Turm, der dem Feind am nächsten ist",La sirena y los misiles amarillos de la base aparecen sobre cualquier torre o mosto más cercano al enemigo,Сирена и жёлтые ракеты на базе появляются на ближайшей к врагу радомачте или вышке
STR_RUM_80,"The more radio masts at a base, the more accurate the determination of the direction of an enemy invasion","Je mehr Funkmasten auf einer Basis stehen, desto genauer lässt sich die Richtung einer feindlichen Invasion bestimmen.","Cuantos más mástiles de radio haya en una base, más precisa será la determinación de la dirección de una invasión enemiga","Чем больше радомачт на базе, тем точнее определение направления вражеского вторжения на неё"
STR_RUM_81,"When searching for a stash in a building, the accuracy of intuition is 100 m., outside 200 m., a total range of 300 m. Use the geodesic intersection method!","Bei der Suche nach einem Versteck in einem Gebäude beträgt die Genauigkeit der Intuition 100 m, außerhalb 200 m, also insgesamt 300 m. Verwenden Sie die geodätische Schnittpunktmethode!","Al buscar un alijo en un edificio, la precisión de la intuición es de 100 m., en el exterior 200 m., un alcance total de 300 m. ¡Usa el método de intersección geodésica!","При поиске тайника в здании точность интуиции 100 м., вовне 200 м., всего дальность 300 м. Используй метод геодезической засечки!"
