
STR_GRU_18,... the last fleeting thought: TO DESTROY ... DOCUMENT ...,... die Letzte stealing Gedanke: ZERSTÖREN ... DOKUMENT ...,...el último pensamiento eludible: DESTRUIR ... DOCUMENTO ...,...последняя ускользающая мысль: УНИЧТОЖИТЬ ... ДОКУМЕНТ ...
STR_GRU_19,You found our man in the city and established contact with him,Sie haben unser Mann in der Stadt und haben mit ihm Kontakt,Has encontrado a la persona adecuada en la ciudad y has establecido contacto con él,Вы нашли в городе нужного человека и установили с ним контакт
STR_GRU_20,And with horror I realize that have no space to hide top-secret map... greed kills...,"Und war entsetzt, ich bin mir darüber im klaren, dass ich keinen Platz, um sich zu verstecken geheime Karte... Die Gier tötet...",Y te das cuenta con horror de que no hay dónde esconderse... así es como la codicia arruina el alma...,"И с ужасом понимаете, что спрятать некуда... так жадность губит душу..."
STR_GRU_21,He gave You a report which you stashed safely.\nDon't destroy it accidentally!,"Er übergab Sie den Bericht, den Sie sicher versteckt.\nVerbrauchen Sie nicht zufällig!",Le entregó un informe que escondió de forma segura.\n dai mente accidentalmente destruirlo!,"Он передал Вам донесение, которое вы надёжно спрятали.\nНе дай разум случайно уничтожить его!"
STR_GRU_22,"Whew, that was close (wiping sweat from forehead)...",Fu-bei-tragen (wischte sich den Schweiß von der Stirn)...,"F-u-u-u, barrido (limpiando el sudor de la frente)..","Ф-у-у-у, пронесло (вытирая пот со лба)..."
STR_GRU_23,"sign:""here selling Slavic wardrobe?"", countersign: ""we are both today negligent""","unterschreiben:""hier verkaufen slawische Schrank?"",  gegenzeichnen: ""wir beide sind heute fahrlässig""","contraseña: ""¿se vende un armario eslavo aquí?"", reseña de "" tú y yo somos igualmente descuidados hoy""","пароль : ""здесь продаётся славянский шкаф?"",  отзыв ""мы с тобой сегодня одинаково небрежны"""
STR_GRU_24,GRU-portal didn't work. It is still better than to get to Mars without a spacesuit,"GRU-Portal nicht funktioniert. Es ist immer noch besser, als zu bekommen auf dem mars ohne Anzug",El portal GRU no funcionó. Todavía es mejor que llegar a Marte sin un traje espacial,"ГРУ-портал не сработал. Это всё же лучше, чем попасть на Марс без скафандра"
STR_GRU_25,GRU-portal worked? But where I am? Surely not on the Mars... Already not so bad...,"GRU-Portal gearbeitet? Ist aber nicht so, wie geplant. Aber ich bin nicht auf dem Mars! Schon gut",¿Funcionó el portal GRU? ¿Dónde estoy? ¿No en Marte? ¡Ya está bien!,ГРУ-портал сработал? Где это я? Не на Марсe? Уже хорошо!
STR_GRU_26,Destroy the secret,Zerstören Sie die geheime Botschaft,Destruir el informe,Уничтожить донесение
STR_GRU_27,GRU session is over,Die Kommunikation mit der GRU fertig,La sesión de comunicación con GRU ha terminado,Сеанс связи с ГРУ закончен
STR_GRU_28,Unclear what happened (error code %1),"Es ist unklar, was passiert ist (Fehlercode %1)",No está claro qué pasó (código de error %1)...,Непонятно что произошло (код ошибки %1)...
STR_GRU_28_1,Illegal parameters detected!,Illegale Parameter erkannt!,¡Misión equivocada!,Неверное задание!
STR_GRU_28_2,A meeting is not possible! The contact refused to meet due to the absence of a verified turnout,"Ein treffen ist nicht möglich! Der Kontakt weigerte sich, zu erfüllen, aufgrund des Fehlens einer bestätigten Wahlbeteiligung",¡La reunión es imposible! Comunicaciones rechaza reunión por falta de comparecencia verificada,Встреча невозможна! Связной отказался от встречи за отсутствием проверенной явки

STR_GRU_29,Main task not defined...,Hauptaufgabe nicht definiert...,La tarea principal no está definida...,Главная задача не определена...
STR_GRU_30,After destroying the document I'm forced to return to normal military service,"Nach der Zerstörung des Dokuments bin ich gezwungen, die Rückkehr zu normalen Wehrdienst","El documento ha sido destruido, vuelve a la unidad.\ nlos exploradores No son buenos...","Документ уничтожен,  возвращайтесь в подразделение.\nВ разведчики Вы не годитесь..."
STR_GRU_31,GRU tasks available:,Aufgabe der GRU in der Gegenwart:,Trabajos de GRU disponibles:,Задания ГРУ в наличии:
STR_GRU_32,(Click task title to select it and read info on),"(Klicken Sie auf den Namen der Aufgabe, zu durchsuchen und wählen Sie)",(Haga clic en el nombre del trabajo para ver y seleccionar),"(Щёлкните по названию задания, чтобы просмотреть и выбрать)"
STR_GRU_33,"GRU task ""%1"" accepted by someone","GRU Aufgabe ""%1"" angenommen, jemand","Tarea de GRU ""%1 "" aceptada","Задача ГРУ ""%1"" принята к исполнению"
STR_GRU_34,"With last heroic effort, you destroy the document...\nnot even chewing it...","Der Letzte heroische Anstrengung, den Sie verbrauchen, Dokument...\nohne es zu kauen sein...",El último esfuerzo heroico que destruir el documento...\n incluso sin masticar...,Последним героическим усилием вы уничтожаете документ...\nдаже не прожёвывая...
STR_GRU_35,You are relieved of this task for health reasons,Sie sind von der Aufgabe aus gesundheitlichen Gründen,Estás suspendido por motivos de salud,Вы отстранены от задания по состоянию здоровья
STR_GRU_36,by you,Ihnen,vosotros,вами
STR_GRU_37,"Deritrinitator still %2, wait (about %1 min)","Deritrinitator noch %2, warten (über %1 min)","Cubierta del deritrinitador para tocar %2, espere más (aproximadamente %1 min.)","Кожух деритринитатора на ощупь %2, подождите ещё (около %1 мин.)"
STR_GRU_38,"No, no! I can't disobey orders about not using such vehicle during this task!","Nein, Nein! Ich kann nicht Ungehorsam Bestellungen über nicht mit diesem Fahrzeug während der Aufgabe!","¡No, no! ¡No puedo violar la orden de prohibir el uso de tal técnica durante la misión!","Нет, нет! Я не могу нарушить приказ о запрете использования такой техники во время задания!"
STR_GRU_39,Teleport isn't allowed during GRU task,"Teleport ist nicht zulässig, während der GRU Aufgabe",El teletransportador no está disponible durante la misión GRU,Телепорт недоступен во время задания ГРУ
STR_GRU_40,GRU reports that D-installing and managing PC delivered to the island,"GRU berichtet, dass die D-Installation und Management-PC geliefert auf der Insel",GRU informa que la instalación D y el PC de control se entregan a la isla,"ГРУ сообщает, что Д-установка и управляющая ПЭВМ доставлены на остров"
STR_GRU_41,warm,warm,cálido,тёплый
STR_GRU_42,hot,heißer,caliente,горячий
STR_GRU_43,red-hot,weiß,calento,раскалённый
STR_GRU_44,GRU already uses D-installation and control PC.,GRU nutzt bereits die D-Installation und Management-PC.,El GRU ya ha utilizado la D-instalación y el PC de control.,ГРУ уже задействовало Д-установку и управляющую ПЭВМ.
STR_GRU_45,"Report to your commander about D-unit failure! Telemetry: %1, cc %2, nt %3, tc %4","Melden Sie Ihrem commander zu D-Einheit Fehler! Telemetrie: %1, cc %2, nt %3, tc %4","¡Informe al comando que la instalación D no funciona! Telemetría: %1, cc %2, nt %3, tc %4","Сообщите командованию, что Д-установка не работает! Телеметрия: %1, cc %2, nt %3, tc %4"

STR_GRU_46,The landing of the enemy patrol spotted by %1%2%3%4%5%6,Die Landung der feindlichen Patrouille entdeckt von %1%2%3%4%5%6,Local %1 vio el desembarco de una patrulla enemiga%2%3%4%5%6,Местный %1 наблюдал высадку вражеского патруля %2%3%4%5%6
STR_GRU_46_0,Sahrani inhabitants inform: Enemy patrols disappeared!,Sahrani Bewohner informieren: Feindliche Patrouillen verschwunden!,"¡Las patrullas enemigas han desaparecido, informan los residentes!","Вражеские патрули исчезли, сообщают жители!"
STR_GRU_46_1,"near ""%1""","in der Nähe von ""%1""","cerca de "" %1""","близ ""%1"""
STR_GRU_46_2," at a dist. of about %1 m."," in einer Entfernung von ca. %1 m."," a una distancia de aproximadamente %1 m."," на дист. примерно %1 м."
STR_GRU_46_3," bearing %1"," Richtung %1"," acimut %1"," азимут %1"
STR_GRU_46_4,num. %1 unit[s],die Num. %1 Fahrzeug[s],", num. %1 unidades.",", числ. %1 ед."
STR_GRU_46_5,"type is ""%1""","Typ ist ""%1""","tipo - "" %1""","тип - ""%1"""
STR_GRU_46_6,"You have seized this car from the patrol. Make good use of it!",Sie haben dieses Fahrzeug von der Streife beschlagnahmt. Nutzen Sie es gut aus!,"Avete sequestrato quest'auto alla pattuglia. Fatene buon uso!","Вы захватили эту машину у патруля, используйте её с толком!"

STR_GRU_47_0,Weak enemy activity detected near the base,Schwache feindliche Aktivitäten in der Nähe des Stützpunkts entdeckt,Actividad débil del enemigo detectada cerca de la base,Слабая вражеская активность обнаружена неподалёку от базы
STR_GRU_47_1,Average enemy activity detected near the base,Durchschnittliche Feindaktivität in der Nähe der Basis,Actividad enemiga media detectada cerca de la base,Средняя вражеская активность обнаружена неподалёку от базы
STR_GRU_47_2,Significant enemy activity detected near the base,Erhebliche feindliche Aktivitäten in der Nähe des Stützpunktes entdeckt,Se detecta una actividad enemiga significativa en las proximidades de la base,Существенная вражеская активность обнаружена неподалёку от базы
STR_GRU_48,"Local %1 report that the king has left the building and found another asylum, not further than %2 m. from hotel","Lokale %1 berichten, dass der king hat das Gebäude verlassen und fand eine andere Asyl, nicht weiter als %2 m. vom hotel","%1 local informa que el rey ha abandonado el edificio y ha encontrado otro refugio, no más de %2 m. desde el hotel","Местные %1 сообщают, что король покинул здание и нашёл другое убежище, не далее %2 м. от отеля"
STR_GRU_49,Enemies have here a good trophy,Feinde haben hier eine gute Trophäe,Los enemigos aquí pueden obtener un trofeo,У врагов тут можно разжиться трофеем
STR_GRU_49_1,The enemies here have a nice booty,Die Feinde haben eine schöne Beute,Los enemigos aquí pueden obtener varios trofeos,У врагов здесь можно разжиться несколькими трофеями

STR_GRU_50,"The guerrillas reported: enemy patrols noticed on the island, %1 PCs.","Die Guerilla berichtet: feindliche Patrouillen bemerkt, auf der Insel, %1 Stck.","La resistencia informa: se han avistado patrullas en la isla, %1.","Сопротивление информирует: на острове замечены патрули, %1 шт."
STR_GRU_51,"The locals report that the patrols are not visible. But they may be wrong","Gerüchten zufolge gibt es derzeit keine Militärpatrouillen, aber dies sind nur Gerüchte","Los lugareños informan que las patrullas no son visibles. Pero pueden estar equivocados","Местные сообщают, что патрулей не видно. Но они могут и ошибаться"
STR_GRU_52,No landing parties in the vicinity of the base.,Keine Landungstrupps in der Nähe des Stützpunktes.,No hay grupos de desembarco en los alrededores de la base..,Десантов в р-не базы не наблюдается.

STR_GRU_53,GRU reports that the enemy aircraft carrier launched procedures for the flight of some %1,"GRU berichtet, dass das feindliche Flugzeug startete eine Träger-flight-Verfahren über %1",GRU informa que el portaaviones enemigo comenzó a prepararse para la salida de algún %1,"ГРУ сообщает, что на вражеском авианосце начали готовить к вылету какой-то %1"
STR_GRU_53_MIMG,helicopter,Helikopter,helicóptero,вертолёт
STR_GRU_53_KA,helicopter,Helikopter,helicóptero,вертолёт
STR_GRU_53_SU,jet,jet,avión,самолёт

STR_GRU_54,GRU: One or more enemy pilots have escaped and are on their way to join their troops,"GRU: Ein oder mehrere feindliche Piloten sind entkommen und sind auf dem Weg, Ihre Truppen zu verbinden.",GRU: Uno o más pilotos han escapado y siguen a los suyos.,ГРУ: Один или более пилотов спаслись и следуют к своим.
STR_GRU_54_1,"GRU: You can arrest them, and on resist You know what to do","GRU: Sie können Sie verhaften, und auf widerstehen Sie wissen, was zu tun ist","GRU: Pueden ser arrestados, y si se resisten, entonces usted sabe qué hacer","ГРУ: Их можно арестовать, а если будут сопротивляться, то Вы знаете, что делать"

STR_GRU_55,GRU: the enemy landing party was sent from helicopter carrier in %1,GRU: die feindliche Landung Partei geschickt wurde von der Hubschrauber-Träger in %1,GRU: salida de aterrizaje desde el portaaviones marcado %1,ГРУ: вылет десант с вертолётоносца отмечен %1
STR_GRU_56,"GRU: last towns %1, last soldiers %2","GRU: Letzte Städte %1, Letzte Soldaten %2","GRU: últimas ciudades %1, últimos luchadores %2","ГРУ: последние города %1, последние бойцы %2"

STR_GRU_TELE_NUM,4,4,4,4
STR_GRU_TELE_0,Well GRU-portal they invented,"Gut GRU-portal, die Sie erfanden","Bueno, GRU-portal...",Ну и ГРУ-портал...
STR_GRU_TELE_1,What the stuff is...,Was das Zeug...,Qué droga...,Что за дурь...
STR_GRU_TELE_2,"B-R-R-R, this is creepy...","B-R-R-R, das ist gruselig...","Br-R-R, como la piel de gallina...","Бр-р-р, аж мурашки..."
STR_GRU_TELE_3,Ugh...,PAH...,Uf...,Тьфу...

STR_GRU_TASK_DESCR_0_TITLE,Secret document delivery,Geheimes Dokument Lieferung,Entrega del informe,Доставка донесения
STR_GRU_TASK_DESCR_0_INFO,"The partizans in %1 has collected information on enemy forces in this town\nDue to the enemy superiority in electronic warfare the information is printed on a paper map.\nAssignment:\na)sneak into %1, b)find partizans, get a map and c)deliver it to this PC.\n Your transportation to the destination is provided with a totally new technology - ""Sigma deritrinitation(puncture the space-time continuum)"".\nIf a map fall into enemy hands enemy, the partizans may be arrested. So: to ensure security you are prohibited, in the initial stage of the operation: a)to use personal weapons, except pistols, b)to use any armed transport or tracked vehicle.\nYou must ensure that there is space for the map(slot for binoculars, NVGoggles, backpack).\nIn the case of obvious danger of the map interception (wound, loss of consciousness), you are ordered to use the menu item ""%2"".\n\nAward for quest success +%3, failure %4.\nTo preserve stealth when moving, use cover in buildings, folds of the terrain, in vegetation","Die partizans in %1 gesammelten Informationen über die feindlichen Kräfte in dieser Stadt\nDue, um die feindlichen überlegenheit in der elektronischen Kriegsführung die Informationen, die gedruckt wird auf einer gedruckten Karte.\nAssignment:\na)schleichen in %1, b)finden partizans, sich eine Karte und c)zu liefern, um die PC.\n Ihre Beförderung zum Zielort ist mit einer völlig neuen Technologie - ""Sigma deritrinitation(Punktion der Raum-Zeit-Kontinuum)"".\nWenn Sie eine Karte fallen in feindliche Hände Feind, der partizans verhaftet werden. So: zur Sicherstellung der Geheimhaltung in der ersten Phase der operation ist es Ihnen untersagt, a)die persönlichen Waffen, außer Pistolen, b)zu verwenden bewaffneten transport-oder Kettenfahrzeug.\nSie müssen sicherstellen, dass es einen Raum gibt für die Karte(Steckplatz für Ferngläser, NVGoggles, Rucksack).\nIn den Fall der offensichtlichen Gefahr der Karte abfangen (Wunde, Verlust des Bewusstseins), Sie werden zu bestellen, nutzen Sie den Menüpunkt ""%2"".\n\nDie quest award +%3, für Ausfall -%4\nKlicken Sie erhalten stealth beim bewegen, verwenden Sie die Abdeckung in Gebäuden, die Falten des Geländes, in der vegetation","Los undergrounds en %1 recopilaron información sobre las fuerzas enemigas en este NP\n\nLa superioridad del enemigo en EW la información se muestra en un mapa de papel.\ ntrabajo: \ na)infiltrarse en %1, B)ponerse en contacto con el subsuelo, obtener la tarjeta y C) entregarla a la base de la computadora.\nEl desplazamiento al destino proporcionará una nueva tecnología: ""deritrinitation Sigma (punción del continuo espacio-tiempo)"".\nSi el informe cae de alguna manera en manos del enemigo, el subsuelo puede sufrir. Por lo tanto, para garantizar la conspiración, está Prohibido el uso, en la etapa inicial de la operación: a) armas personales, excepto pistolas, B) transporte con cualquier arma o propulsión sobre orugas.\ nLa tarjeta necesitará espacio (binocular de bolsillo vacío, PNV, mochila).\nen caso de peligro aparente de captura de la tarjeta (herida, pérdida del conocimiento), se ordena usar el menú ""%2"".\n \ nenvío de puntos por ejecución +%3, por falla -%4 \ nPara mantener el secreto al moverse, use refugios: estructuras, pliegues de relieve, vegetación, humo","Подпольщики в %1 собрали информацию о силах противника в этом н.п.\n\nПри превосходстве врага в РЭБ информация нанесена на бумажную карту.\nЗадание: \nа)проникнуть в %1, б)связаться с подпольем, получить карту и в)доставить её на базу к компьютеру.\nПеремещение в пункт назначения обеспечит новая  технология - ""сигма-деритринитация (прокол пространственно-временного континуума)"".\nЕсли донесение как-либо попадёт в руки врага, подполье может пострадать. Поэтому, для обеспечения конспирации запрещено использование, на начальной стадии операции: а) личного оружия, кроме пистолетов, б) транспорта с любым вооружением или гусеничным движителем.\nДля карты понадобится место (пустой карман бинокля, ПНВ, рюкзака).\nВ случае явной опасности захвата карты (ранение, потеря сознания), приказано использовать меню ""%2"".\n\nНаграда в очках за выполнение +%3, за провал -%4\nДля сохранения скрытности при передвижении используйте укрытия: строения, складки рельефа, растительность, дымы"

STR_GRU_TASK_1,Close and exit,Schließen und beenden,Cerrar y salir,Закрыть и уйти
STR_GRU_TASK_2,Perform the task!,Führen Sie die Aufgabe!,¡Completa la misión!,Выполнить задание!
STR_GRU_TASK_3,1. Shipping intelligence,1. Versand intelligence,Entregar información de inteligencia,Доставить развединформацию
STR_GRU_TASK_4,2. A covert operation behind enemy lines,2. Eine verdeckte operation hinter den feindlichen Linien,2. Operación secreta detrás de las líneas enemigas,2. Секретная операция в тылу противника
STR_GRU_TASK_5,3. The investigation on the island,3. Die Untersuchung wird auf der Insel,3. Búsqueda en el territorio de la isla,3. Поиск на территории острова

// STR_GRU_DRIVE,GRU specialists are not birds! And they can't fly!!!,GRU-Spezialisten sind keine Vögel! Und Sie können nicht Fliegen!!!,¡Los especialistas de GRU no son pájaros! ¡Y no pueden volar!!!,Спецы из ГРУ - не птицы! И летать не умеют!!!
